date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,initial_purchase_kwh,final_purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtail_kwh,start_soc_kwh,end_soc_kwh
2025-02-01,26775.53509347632,-3042.897995593871,0.0,23732.63709788245,61170.517865084024,48915.69646099553,0.0,24218.034068770827,15296.607595704374,5616.094054595746,6000.0,10800.0
2025-02-02,62036.747033932545,3720.643413246416,0.0,65757.39044717896,89356.88585864648,88711.7536475262,0.0,21596.565124484106,17493.217750832126,6252.128323874218,10800.0,10800.0
2025-02-03,69942.06915697965,-2511.5390434267547,0.0,67430.53011355289,96986.15355938463,89744.76423191428,0.0,22106.843309575037,17906.54308075578,5327.547503095024,10800.0,10800.0
2025-02-04,70997.60051435523,-1951.0351589959607,0.0,69046.56535535927,97642.49736730939,89575.2545968621,0.0,21743.937182363155,17612.58911771416,4249.042582213113,10800.0,10800.0
2025-02-05,65267.51522418388,-39.065199254062236,0.0,65228.45002492982,91632.04546405331,88889.49393946436,0.0,22733.552688935186,18414.1776780375,3821.691945233356,10800.0,10800.0
2025-02-06,70080.00924729693,-2912.4994300677113,152.31749033333412,67319.82730756255,97506.82362353096,88371.69189982497,21.052866666666773,22844.02887493585,18503.663388698045,3781.322063587166,10800.0,10800.0
2025-02-07,27713.59358294424,-4925.085647879222,6006.01052266031,28794.518457725324,60092.839426071434,43345.128841193524,1311.9916114120992,17389.11562270475,14891.85814425684,10354.18330749105,10800.0,9903.695011260017
2025-02-08,19257.282039257887,-695.1299700241176,15.07784215000761,18577.229911383776,44931.05996647765,41794.62696100821,3.038050000001533,20884.824624748493,16163.827749437243,5499.505419030298,9903.695011260017,10740.228563047827
2025-02-09,56742.474627407515,8653.067685156264,0.0,65395.542312563775,82548.20991629612,88448.89895448962,0.0,22121.35727628953,17864.50510053757,4636.630812071001,10740.228563047827,10800.0
2025-02-10,59110.907131324464,1227.6007016941567,0.0,60338.50783301862,86739.25799292265,82062.18297029496,0.0,21999.33764287553,17819.463490729184,3555.67123481528,10800.0,10800.0
2025-02-11,59724.75765358391,-260.0067686334529,410.63721812133224,59875.38810307179,86838.40349709662,82210.50550175496,79.36349861692243,22690.76600066253,18379.520460536653,2758.0263269126626,10800.0,10800.0
2025-02-12,59651.67498630629,-1087.7471901348354,114.80514464534156,58678.73294081679,86857.78237736535,81696.36780280116,22.2139052511136,22935.172517309613,18577.489739020784,2094.1627964301124,10800.0,10800.0
2025-02-13,53587.306696683925,1089.3090522799935,0.0,54676.615748963915,80382.46053452382,79018.78855939221,0.0,22049.49158306179,17860.08818228006,3499.906141943815,10800.0,10800.0
2025-02-14,23624.633697012283,-3837.144485380939,6284.9435396357885,26072.43275126713,51849.19901502128,39655.731806273136,1309.6231534135961,16677.518876268747,14488.13470181686,8974.168968568181,10800.0,9711.839542178699
2025-02-15,19615.994312408024,-1083.1081606954797,1106.4186149108023,19639.304766623347,44896.94547639746,40995.34983105988,271.6986017990707,18903.859759805826,14666.958294128843,7750.05586718197,9711.839542178699,10428.692999194116
2025-02-16,50715.499940581314,9640.201628626457,5752.841179097922,66108.54274830568,76564.83150932187,81567.6251147154,1072.7763977556315,21318.89716230456,16934.130400741396,2878.2556509078695,10428.692999194116,10800.0
2025-02-17,56869.17107688417,-2030.189881250177,1.5411952055623832,54840.522390839564,84328.5485775173,77059.51457901881,0.28882968619984695,20419.84764040741,16540.076588730004,1996.1691903609462,10800.0,10800.0
2025-02-18,48925.27000687944,6021.937874573255,44.79384248487839,54992.00172393757,74418.92482649424,78384.11331909834,8.790000487613497,20935.23296122258,16957.538698590295,2323.8212736203413,10800.0,10800.0
2025-02-19,49981.95786189713,5027.937582141183,1237.0959397931558,56246.99138383147,75512.81674751069,79658.18486616453,248.45644155406995,22777.790388397894,18450.0102146023,2699.5337505896773,10800.0,10800.0
2025-02-20,52738.15306219641,1469.3548149609176,157.83655639274545,54365.344433550075,79475.71159906706,78473.38877165731,28.132351197352364,21980.213581515407,17803.97300102748,3332.146809033402,10800.0,10800.0
2025-02-21,20537.41786491246,-2422.4986946682748,3585.820634390882,21700.739804635065,45841.540955553006,38489.76925555583,843.3158738664293,16253.140698797592,14106.237406375656,11625.919803666999,10800.0,9754.229510722656
2025-02-22,17628.912565906197,-976.3916145430869,495.4752445872489,17147.996195950356,40453.0897007187,37637.04235001223,119.4669014139287,19737.0957940328,15375.191527687079,5549.842101747103,9754.229510722656,10434.069583477642
2025-02-23,45096.70416649233,11753.879568726674,4564.442869436697,61415.0266046557,70714.01407751717,78542.95939039103,842.7558760009183,21955.63796118006,17454.729373685725,3352.952995564283,10434.069583477642,10800.0
2025-02-24,49628.75564945396,2304.2474793599195,73.93619595861844,52006.939324772495,74840.79356691673,75865.9405322848,14.470338772603668,20646.090339025217,16723.333174610423,3754.620089975954,10800.0,10800.0
2025-02-25,50248.87511232744,-584.8273552194332,193.15956115399757,49857.20731826201,77623.90294648407,73522.07329134941,37.80691035664154,21347.73884427107,17291.66846385956,3682.4865879612116,10800.0,10800.0
2025-02-26,45280.78331119839,5934.818490068181,72.47798045574999,51288.07978172232,70142.3911638998,75164.85916914133,14.27206961248919,22265.65129328255,18035.177547558866,2133.809459696816,10800.0,10800.0
2025-02-27,45942.11624269152,2612.2922575620923,0.0,48554.40850025361,72503.29058059008,74231.26170539329,0.0,22714.6812924439,18398.89184687956,2958.8880598289606,10800.0,10800.0
2025-02-28,18264.56458584765,-2279.057038244631,4797.797602156545,20783.305149759562,41937.700441421664,35284.76491221898,1132.3885755650722,18411.884517409486,15807.481817477761,10520.157237852334,10800.0,9806.827379582142
2025-03-01,18178.517275984108,-470.2550520208101,892.2743526058684,18600.536576569168,44221.144523780684,38888.89454182487,195.27576142115936,17328.130129588175,13411.526513734036,11508.800754058557,9806.827379582142,10500.448369840351
2025-03-02,47477.80464226411,9184.046716127545,0.0,56661.85135839166,74083.2964226668,79043.55829181256,0.0,22259.156464990378,17760.32026949852,2186.4150296540415,10500.448369840351,10800.0
2025-03-03,55717.868659424224,1556.5893123382089,0.0,57274.45797176244,83904.69906387408,78069.20336036113,0.0,22827.262990996613,18490.08302270725,1714.8767587384334,10800.0,10800.0
2025-03-04,48650.386070283625,2537.0185743798183,0.0,51187.404644663446,74982.52578388707,74363.38067754277,0.0,22064.26126293914,17872.051622980704,971.7131042510084,10800.0,10800.0
2025-03-05,50890.11345464229,275.6305375791835,15.835160000000387,51181.57915222148,79545.84212206869,72506.98061752904,3.286666666666747,21703.0511304501,17579.471415664586,2256.215552743526,10800.0,10800.0
2025-03-06,46717.73505734975,3087.3567714335286,0.0,49805.09182878328,73706.26092377133,72265.65061298922,0.0,21602.044617250333,17497.656139972773,2220.6080023783334,10800.0,10800.0
2025-03-07,20311.424854910867,-2019.8719624467462,3303.567066315615,21595.11995877974,47511.963796489385,36884.48959025799,688.589432983121,14938.292840913186,12823.739021729285,14536.239670723877,10800.0,9995.86464378933
2025-03-08,15573.328488329806,-464.6371412341764,0.0,15108.69134709563,37183.84302926844,34593.267790774786,0.0,19647.34077661754,15423.57800171203,11306.365499202606,9995.86464378933,10541.162451953976
2025-03-09,41971.561682450585,8098.167056014803,1589.26204765302,51658.99078611841,68938.83468924332,70936.97062529379,308.65432124022834,21308.23933492961,17026.72006805156,3630.580629655967,10541.162451953976,10800.0
2025-03-10,47176.919060061526,2187.6230133739746,0.0,49364.5420734355,73175.76702796052,74434.87822055916,0.0,22700.217025505597,18387.175790659534,2079.7655357131025,10800.0,10800.0
2025-03-11,40967.78719661514,7634.27314800286,11.205513786428053,48613.26585840443,64860.572938828205,71201.22161662954,2.327934722432337,21849.811654749265,17698.347440346908,3113.1665369496277,10800.0,10800.0
2025-03-12,47964.337248050135,-546.7099420416171,0.0,47417.627306008515,75797.7280056895,68658.11754624904,0.0,21518.277114221906,17429.804462519744,2134.110211213553,10800.0,10800.0
2025-03-13,48661.45042204311,1325.2582746934968,0.0,49986.708696736605,74921.03949649143,74279.93021247118,0.0,19668.958074365415,15931.85604023598,2997.210161675085,10800.0,10800.0
2025-03-14,17923.132040542667,-1680.8286381810847,2438.977995904658,18681.28139826624,41172.75891150784,34491.1202461882,484.48455169629244,17133.44384827703,14507.605379912824,16320.340346186955,10800.0,10100.537930212853
2025-03-15,15601.47452900753,-474.27536415949226,1313.511706554366,16440.710871402403,36660.4048903392,34138.443302970176,302.5660810234631,19080.289664410877,15191.930741667544,9628.525311250305,10100.537930212853,10392.875581885372
