date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,initial_purchase_kwh,final_purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtail_kwh,start_soc_kwh,end_soc_kwh
2025-02-01,31868.097816619244,0.0,0.0,31868.097816619244,59921.37804492447,59921.37804492447,0.0,21679.541484511472,13240.428602454296,17104.08922953396,6000.0,10800.0
2025-02-02,55339.96727008636,0.0,243.09884582381528,55583.06611591017,88461.20336599529,88461.20336599529,34.84788500914783,23008.100219917196,18636.561178132928,5768.234259220166,10800.0,10800.0
2025-02-03,58751.72083349414,0.0,0.0,58751.72083349414,92469.74005623156,92469.74005623156,0.0,21371.425313905813,17310.854504263705,8192.252746589455,10800.0,10800.0
2025-02-04,58319.26121827251,0.0,0.0,58319.26121827251,92064.15106291072,92064.15106291072,0.0,23070.58199435157,18687.171415424775,6485.876533983934,10800.0,10800.0
2025-02-05,58006.267645535285,0.0,0.0,58006.267645535285,91463.52458720634,91463.52458720634,0.0,22787.009854454256,18457.477982107946,6385.565731526696,10800.0,10800.0
2025-02-06,57780.350858335485,0.0,0.0,57780.350858335485,91245.97384152155,91245.97384152155,0.0,22180.69838206745,17966.36568947464,6760.583932262077,10800.0,10800.0
2025-02-07,32144.4555319929,0.0,0.0,32144.4555319929,57719.70385119342,57719.70385119342,0.0,15469.44952186089,12530.254112707327,22974.828775373186,10800.0,10800.0
2025-02-08,25953.978179420214,0.0,0.0,25953.978179420214,48391.905185873766,48391.905185873766,0.0,16783.212618186666,13594.402220731201,13625.932071751631,10800.0,10800.0
2025-02-09,49011.37250359909,0.0,25722.206731041533,74733.57923464062,79766.6407335193,79766.6407335193,4077.57303955089,22170.280604512813,18018.913574305843,137.4307761965784,10800.0,10732.237461499488
2025-02-10,55550.23080106672,0.0,0.0,55550.23080106672,88388.60818298651,88388.60818298651,0.0,20239.163930303133,16332.736498895076,10155.543168245134,10732.237461499488,10800.0
2025-02-11,53779.79694038767,0.0,0.0,53779.79694038767,85888.87273393577,85888.87273393577,0.0,22229.094337861723,18005.566413668,6444.747676408722,10800.0,10800.0
2025-02-12,53477.37268230259,0.0,0.0,53477.37268230259,85413.20968896683,85413.20968896683,0.0,21851.237385624292,17699.50228235568,5994.738452364879,10800.0,10800.0
2025-02-13,53102.01017231983,0.0,0.0,53102.01017231983,84805.54124804927,84805.54124804927,0.0,19804.907401882825,16041.974995525092,9713.129825024882,10800.0,10800.0
2025-02-14,28514.080877980923,0.0,0.0,28514.080877980923,51536.33031377837,51536.33031377837,0.0,15225.663186788192,12332.78718129843,18841.652491621942,10800.0,10800.0
2025-02-15,23284.408502124297,0.0,0.0,23284.408502124297,43560.51433616819,43560.51433616819,0.0,16998.95932820066,13769.157055842536,11050.620963810063,10800.0,10800.0
2025-02-16,44402.6942375961,0.0,33197.51762077602,77600.21185837212,73636.01095357948,73636.01095357948,5719.6191468464385,21654.729608319096,17720.24250645788,43.7638985647086,10800.0,10600.098306978429
2025-02-17,50918.98306993631,0.0,0.0,50918.98306993631,82064.31416223,82064.31416223,0.0,20153.677812082075,16144.567504067067,6871.3406875483315,10600.098306978429,10800.0
2025-02-18,49396.69950460484,0.0,0.0,49396.69950460484,79931.0728816771,79931.0728816771,0.0,21768.9759533654,17632.870522225974,3703.579667204336,10800.0,10800.0
2025-02-19,49547.50921543763,0.0,236.78843670356798,49784.2976521412,80122.8438099376,80122.8438099376,53.80513229540345,23036.20272183331,18779.45696766905,3040.5758047354243,10800.0,10666.51915223991
2025-02-20,49574.12545596371,0.0,66.44389425718266,49640.56935022089,80034.82902447038,80034.82902447038,14.185289124078281,21393.319069908168,17208.45568364154,4871.0171939945,10666.51915223991,10800.0
2025-02-21,25936.29436625698,0.0,0.0,25936.29436625698,47278.784901031744,47278.784901031744,0.0,15838.625365816697,12829.286546311523,18709.184048193245,10800.0,10800.0
2025-02-22,21147.329800447962,0.0,0.0,21147.329800447962,39667.504737466916,39667.504737466916,0.0,18525.384708608464,15005.561613972854,8302.918759497976,10800.0,10800.0
2025-02-23,42804.52731903606,0.0,24786.980458539678,67591.50777757574,71237.41680159695,71237.41680159695,4289.97164187883,21795.86019474201,17871.798326511554,71.47289191199548,10800.0,10558.720479143867
2025-02-24,47614.1801285665,0.0,109.69531208799222,47723.87544065449,77633.98926724106,77633.98926724106,23.458224613685207,21538.82714247659,17229.298416635516,5144.885149347003,10558.720479143867,10800.0
2025-02-25,46815.818223154834,0.0,265.0722083789093,47080.89043153374,76231.19156408231,76231.19156408231,59.2587549376434,20883.035111271416,16915.258440129845,6501.350414545053,10800.0,10800.0
2025-02-26,45519.700451436016,0.0,1663.3432746430349,47183.04372607905,74287.49913571757,74287.49913571757,238.4379694155727,22205.19518634231,17986.20810093727,1492.101986394775,10800.0,10800.0
2025-02-27,46144.16265257821,0.0,2164.717010604438,48308.87966318265,75317.42242704579,75317.42242704579,443.2373648329473,22902.14898361783,18550.740676730446,4452.667284991367,10800.0,10800.0
2025-02-28,23410.959986270627,0.0,0.0,23410.959986270627,42581.69098884519,42581.69098884519,0.0,16696.440967078186,13524.117183333332,16116.773655100336,10800.0,10800.0
2025-03-01,20047.02505211314,0.0,0.0,20047.02505211314,37746.556954363215,37746.556954363215,0.0,18293.572408285647,14817.793650711375,10612.01226345561,10800.0,10800.0
2025-03-02,40857.834215198985,0.0,50782.74431807746,91640.57853327645,68022.09973289858,68022.09973289858,7688.98170839113,18581.190653029393,15275.347475996889,46.93119759053525,10800.0,10550.463281063245
