weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7
0.0,0.0,0.0,0.0,0.0,0.0,34.84788500914783
0.0,0.0,0.0,0.0,0.0,0.0,4077.57303955089
0.0,0.0,53.80513229540345,14.185289124078281,0.0,0.0,5719.6191468464385
23.458224613685207,59.2587549376434,238.4379694155727,443.2373648329473,0.0,0.0,4289.97164187883
1253.141297865103,0.0,3.286666666666747,108.3207218085438,0.0,0.0,7688.98170839113
822.730924927043,0.0,0.0,1966.0837274835455,0.0,0.0,2791.7520121418647
0.0,625.8943900303709,0.0,108.87369475965477,0.0,0.0,4232.742205654112
0.0,0.0,0.0,0.0,0.0,0.0,2678.672009951499
0.0,759.6859233157768,1935.4046713437172,0.0,0.0,0.0,2797.592080801168
0.0,138.21752476831406,1372.111283987338,0.0,0.0,0.0,743.1526186342066
0.0,0.0,0.0,0.0,0.0,0.0,2350.2194423420915
0.0,0.0,0.0,0.0,0.0,0.0,1503.28742844398
4171.822125966072,18.230421524747953,0.0,1965.65591889969,0.0,0.0,2889.5887062930187
1797.705578228874,740.4870414376142,1742.6333960593831,343.92953838323604,0.0,347.386262638493,2695.176669239364
328.60971305484986,137.35592627989575,53.10792821314567,0.0,0.0,0.0,5036.119860314826
67.00333333333344,182.56097905091497,0.0,0.0,0.0,0.0,3731.1534619604968
0.0,0.0,0.0,17.817433333333497,0.0,0.0,734.0586789380269
5852.467504624513,4280.685885409673,3846.2997581197665,4124.211116418458,0.0,0.0,16781.566481523445
1734.5863377238047,26.168729016689213,3581.3028347137724,14.207778347774138,0.0,0.0,2236.5907095328403
40.19541395329077,55.52726663079977,0.0,72.41485122455288,0.0,0.0,5550.426721975597
0.0,1764.4331221127181,0.0,9.65181628504979,0.0,0.0,1083.7691042339993
0.0,1074.1918426555112,645.8645141247777,2066.218360756134,0.0,0.0,175.4581672588213
252.62687495108327,439.1593031232587,45.35808922590968,138.63048994444694,0.0,0.0,12108.797298736834
88.99748175378522,0.0,33.880816088912525,0.0,0.0,0.0,4049.594357702444
0.0,11.783891994406758,0.0,0.0,0.0,0.0,6882.339716465088
0.0,0.0,0.0,0.0,0.0,0.0,4040.5669079173053
0.0,0.0,0.0,3.5106137122135124,0.0,0.0,180.42577377203418
28.482625107801027,8.129500201853716,23.78518246362171,38.49799835851627,0.0,0.0,1262.5257710546512
102.20666272656422,132.58765754768626,2037.9946699977006,19.116396936897218,0.0,0.0,1108.6903299143119
2120.6423504343356,13.496319060433962,50.940170385618785,1066.4121112004757,0.0,0.0,2478.3734874165807
0.0,0.0,0.0,0.0,0.0,0.0,5689.27957754287
431.98462054044023,0.0,2168.246257651983,0.0,0.0,0.0,3879.840488322791
1.1717666666667128,72.57639738569901,91.34773582740222,12.59363030653494,0.0,0.0,10492.21060807309
191.33445602001575,576.447577932445,28.325007482845965,66.73893719503394,0.0,0.0,6498.115498400243
364.1339497047567,896.7596004344473,0.0,0.0,0.0,0.0,7021.597168420929
0.0,0.0,0.0,0.0,0.0,0.0,1467.9581728206667
0.0,224.4174478765745,66.74262234598041,1084.3159529743857,0.0,0.0,3132.0585352954895
447.3021736270991,0.0,766.3955887868074,0.0,0.0,0.0,6359.810011224286
336.57094618684465,0.0,1968.8712473802993,186.12385013220182,0.0,0.0,2409.3860800037
0.0,438.73467476145777,0.0,727.2477726569275,0.0,0.0,3883.8579351293947
159.49969890774878,0.0,23.076747852648282,81.26142659302411,0.0,0.0,3210.462515368814
0.0,0.0,1.3850000000001046,0.0,0.0,0.0,2671.7110017439536
23.096083716896715,0.0,32.99316666666664,0.0,0.0,0.0,1862.6047678349287
4395.200817177962,4825.101786905463,1699.5171997271743,2872.8836535679607,0.0,0.0,3103.9438933088886
0.0,324.50526945076274,0.0,0.0,0.0,0.0,7624.8818999265
4.2083267739176335,0.0,0.0,0.0,0.0,0.0,7404.96066678997
0.0,0.0,0.0,0.0,0.0,0.0,4731.975887686467
0.0,0.0,0.0,,,0.0,1317.4482030257195
